epoch,train_loss,val_loss,val_acc
1,0.568844,0.627618,0.745406
2,0.383994,0.474159,0.765406
3,0.338929,0.375017,0.780563
4,0.322120,0.344135,0.796813
5,0.308825,0.330547,0.810750
6,0.297013,0.321292,0.820969
7,0.285879,0.312731,0.831500
8,0.275205,0.304144,0.840344
9,0.263941,0.294583,0.849844
10,0.251888,0.284450,0.859437
11,0.239378,0.273274,0.867437
12,0.226920,0.262185,0.873031
13,0.213766,0.250325,0.881031
14,0.201206,0.238455,0.887125
15,0.188101,0.226732,0.893125
