epoch,train_loss,val_loss,val_acc
1,0.706714,0.704209,0.500631
2,0.701953,0.702704,0.502840
3,0.698918,0.701839,0.502855
4,0.696265,0.700931,0.504135
5,0.693809,0.700425,0.504344
6,0.691521,0.699898,0.505566
7,0.689297,0.699474,0.506955
8,0.687193,0.699093,0.507459
9,0.685198,0.698768,0.508363
10,0.683314,0.698420,0.508848
11,0.681434,0.698344,0.509836
12,0.679679,0.698000,0.511264
13,0.678052,0.697968,0.511547
14,0.676488,0.697775,0.512676
15,0.674988,0.697825,0.513342
