epoch,train_loss,val_loss,val_acc
1,0.710575,0.688336,0.541211
2,0.661770,0.672705,0.577531
3,0.628975,0.643397,0.602109
4,0.602498,0.611113,0.614930
5,0.580387,0.585786,0.622297
6,0.563007,0.568840,0.624797
7,0.550295,0.558091,0.625703
8,0.541286,0.551356,0.625211
9,0.534751,0.546992,0.625539
10,0.529858,0.543911,0.625953
11,0.525985,0.541798,0.626625
12,0.522765,0.540236,0.626070
13,0.520064,0.539174,0.626648
14,0.517721,0.538338,0.626148
15,0.515586,0.537747,0.626711
