epoch,train_loss,val_loss,val_acc
1,0.725014,0.693215,0.508318
2,0.699390,0.691688,0.518664
3,0.683759,0.688187,0.528842
4,0.672698,0.683637,0.535396
5,0.663600,0.678289,0.541367
6,0.655218,0.672617,0.546578
7,0.647174,0.666085,0.551980
8,0.639371,0.659689,0.556650
9,0.631847,0.653161,0.560287
10,0.624655,0.646768,0.565359
11,0.617884,0.640806,0.568902
12,0.611563,0.635368,0.572303
13,0.605784,0.630063,0.574035
14,0.600554,0.625745,0.575355
15,0.595932,0.621869,0.576553
