epoch,train_loss,val_loss,val_acc
1,0.723069,0.694111,0.498219
2,0.698904,0.695285,0.498766
3,0.689782,0.696885,0.499891
4,0.683990,0.698921,0.499703
5,0.679582,0.701119,0.498109
6,0.675957,0.703214,0.496922
7,0.672739,0.705269,0.496828
8,0.669896,0.706942,0.498391
9,0.666955,0.708452,0.498453
10,0.664277,0.709994,0.498656
11,0.661485,0.711510,0.498141
12,0.658657,0.712896,0.499094
13,0.655840,0.714864,0.499125
14,0.652989,0.716498,0.499219
15,0.650169,0.718591,0.499281
