epoch,train_loss,val_loss,val_acc
1,0.706831,0.704947,0.500742
2,0.702300,0.703828,0.499523
3,0.699661,0.703135,0.499979
4,0.697314,0.702657,0.499763
5,0.695215,0.702314,0.500167
6,0.693215,0.702048,0.499836
7,0.691275,0.701877,0.499680
8,0.689461,0.701830,0.499865
9,0.687782,0.701808,0.500089
10,0.686211,0.701804,0.498979
11,0.684641,0.701892,0.498922
12,0.683162,0.701929,0.499875
13,0.681823,0.702197,0.499102
14,0.680547,0.702194,0.499484
15,0.679358,0.702627,0.498599
