epoch,train_loss,val_loss,val_acc
1,0.723043,0.694023,0.499500
2,0.698695,0.695185,0.497578
3,0.689147,0.696874,0.499219
4,0.683187,0.698707,0.500000
5,0.678663,0.700778,0.499141
6,0.674977,0.702788,0.500766
7,0.671697,0.704745,0.501750
8,0.668649,0.706457,0.500672
9,0.665632,0.708431,0.501344
10,0.662745,0.710276,0.500609
11,0.659856,0.711936,0.500141
12,0.657038,0.713723,0.500594
13,0.654064,0.715651,0.500047
14,0.651157,0.717326,0.501234
15,0.648225,0.719420,0.500219
