epoch,train_loss,val_loss,val_acc
1,0.657572,0.671128,0.607695
2,0.565124,0.618015,0.627375
3,0.517100,0.572440,0.632344
4,0.488321,0.552699,0.632773
5,0.467452,0.545807,0.632727
6,0.449127,0.546147,0.631859
7,0.432302,0.550636,0.633602
8,0.416423,0.558114,0.633320
9,0.400686,0.568636,0.632430
10,0.385289,0.579993,0.632219
11,0.369800,0.592179,0.632250
12,0.354276,0.607131,0.632469
13,0.338826,0.622591,0.631625
14,0.323306,0.638270,0.632125
15,0.307846,0.655198,0.632578
