epoch,train_loss,val_loss,val_acc
1,0.699389,0.693213,0.503750
2,0.682477,0.693245,0.504250
3,0.672634,0.693538,0.510250
4,0.662838,0.695392,0.506000
5,0.652708,0.698639,0.504344
6,0.641880,0.703524,0.502219
7,0.630542,0.709373,0.502281
8,0.618630,0.717455,0.500719
9,0.606173,0.725649,0.501906
10,0.593070,0.733901,0.504625
11,0.579654,0.743356,0.505094
12,0.566131,0.753279,0.503531
13,0.551899,0.763176,0.502375
14,0.538011,0.773956,0.504750
15,0.523656,0.785986,0.505719
