epoch,train_loss,val_loss,val_acc
1,0.699898,0.693337,0.502109
2,0.678803,0.693685,0.502812
3,0.664072,0.695110,0.501188
4,0.648792,0.698109,0.501828
5,0.633019,0.703500,0.502359
6,0.616191,0.711554,0.501656
7,0.598700,0.721574,0.501719
8,0.580433,0.734759,0.503266
9,0.561581,0.748254,0.503125
10,0.542305,0.764332,0.503594
11,0.522722,0.782524,0.502953
12,0.503153,0.803392,0.503719
13,0.483554,0.820978,0.505656
14,0.464147,0.843184,0.504516
15,0.444694,0.867171,0.503625
