epoch,train_loss,val_loss,val_acc
1,0.722757,0.694062,0.498484
2,0.698837,0.695237,0.498750
3,0.689609,0.697008,0.499766
4,0.683902,0.699015,0.500344
5,0.679572,0.701083,0.500047
6,0.675907,0.703024,0.500719
7,0.672818,0.704785,0.500922
8,0.669822,0.706431,0.500266
9,0.667062,0.707999,0.499328
10,0.664270,0.709412,0.500281
11,0.661559,0.710875,0.500047
12,0.658758,0.712339,0.499922
13,0.656148,0.713971,0.500812
14,0.653263,0.715650,0.501922
15,0.650430,0.717415,0.502281
