epoch,train_loss,val_loss,val_acc
1,0.700169,0.693437,0.497203
2,0.677788,0.693681,0.500938
3,0.662123,0.694877,0.500609
4,0.645645,0.697789,0.500656
5,0.628399,0.703296,0.501078
6,0.610470,0.711252,0.501109
7,0.591637,0.722263,0.500500
8,0.572134,0.735375,0.501484
9,0.552453,0.750524,0.499734
10,0.532297,0.769616,0.501781
11,0.512289,0.790176,0.500906
12,0.492063,0.811430,0.501563
13,0.471942,0.831449,0.502344
14,0.452048,0.854898,0.500578
15,0.432349,0.879026,0.501984
