epoch,train_loss,val_loss,val_acc
1,0.718496,0.693618,0.500812
2,0.696571,0.694171,0.504906
3,0.687817,0.695443,0.503219
4,0.681725,0.696957,0.502656
5,0.677273,0.698828,0.505969
6,0.673738,0.700728,0.502500
7,0.670291,0.702388,0.503844
8,0.667039,0.703943,0.505062
9,0.663953,0.705675,0.507500
10,0.660825,0.707567,0.505687
11,0.657543,0.708993,0.505625
12,0.654339,0.710523,0.506531
13,0.650968,0.712173,0.507000
14,0.647743,0.713895,0.507406
15,0.644301,0.716156,0.508188
