epoch,train_loss,val_loss,val_acc
1,0.710227,0.704842,0.502172
2,0.704364,0.702303,0.502844
3,0.702310,0.701528,0.503406
4,0.701323,0.701113,0.502406
5,0.700555,0.700574,0.501766
6,0.699828,0.700082,0.501828
7,0.699128,0.699666,0.502656
8,0.698482,0.699314,0.503234
9,0.697875,0.698899,0.503250
10,0.697304,0.698603,0.502781
11,0.696767,0.698293,0.503109
12,0.696259,0.698017,0.502141
13,0.695777,0.697734,0.502141
14,0.695330,0.697523,0.502750
15,0.694905,0.697363,0.501797
