epoch,train_loss,val_loss,val_acc
1,0.628158,0.672249,0.639062
2,0.466800,0.620161,0.719828
3,0.318730,0.516737,0.819172
4,0.189505,0.377272,0.902687
5,0.098303,0.242352,0.947281
6,0.047611,0.139473,0.971859
7,0.024080,0.073930,0.987078
8,0.013811,0.037663,0.995234
9,0.008965,0.019478,0.998656
10,0.006440,0.011373,0.999875
11,0.004978,0.007467,1.000000
12,0.004046,0.005445,1.000000
13,0.003405,0.004350,1.000000
14,0.002935,0.003671,1.000000
15,0.002570,0.003195,1.000000
