epoch,train_loss,val_loss,val_acc
1,0.723487,0.693784,0.499406
2,0.699428,0.694887,0.500016
3,0.690345,0.696594,0.500828
4,0.684577,0.698691,0.500375
5,0.680366,0.700873,0.498719
6,0.676837,0.702923,0.499422
7,0.673791,0.704847,0.499172
8,0.670963,0.706624,0.497141
9,0.668166,0.708335,0.497391
10,0.665529,0.709919,0.496188
11,0.662786,0.711366,0.496812
12,0.660207,0.713138,0.494453
13,0.657503,0.714632,0.495141
14,0.654727,0.716496,0.496031
15,0.651927,0.718463,0.496375
