epoch,train_loss,val_loss,val_acc
1,0.709916,0.704750,0.501812
2,0.703840,0.702296,0.501828
3,0.702206,0.701486,0.501875
4,0.701398,0.700907,0.503234
5,0.700635,0.700445,0.503609
6,0.699923,0.700023,0.503594
7,0.699254,0.699580,0.503375
8,0.698629,0.699154,0.504047
9,0.698066,0.698783,0.504969
10,0.697500,0.698488,0.504391
11,0.696981,0.698173,0.504750
12,0.696483,0.697885,0.504828
13,0.696026,0.697606,0.505422
14,0.695575,0.697369,0.505531
15,0.695167,0.697149,0.504391
