epoch,train_loss,val_loss,val_acc
1,0.706518,0.704247,0.498922
2,0.702771,0.703029,0.497703
3,0.701688,0.702349,0.499047
4,0.700862,0.701762,0.498688
5,0.700065,0.701260,0.498172
6,0.699350,0.700782,0.498344
7,0.698662,0.700224,0.498828
8,0.698032,0.699880,0.498688
9,0.697432,0.699476,0.499344
10,0.696867,0.699105,0.498859
11,0.696337,0.698810,0.499312
12,0.695856,0.698489,0.499594
13,0.695379,0.698263,0.498906
14,0.694959,0.697981,0.498422
15,0.694534,0.697732,0.500156
