epoch,train_loss,val_loss,val_acc
1,0.700260,0.693396,0.499297
2,0.678935,0.693692,0.500000
3,0.663866,0.694914,0.500062
4,0.648538,0.698174,0.499063
5,0.632622,0.703963,0.500703
6,0.615652,0.712171,0.500672
7,0.598020,0.722165,0.500125
8,0.579751,0.733918,0.501141
9,0.560890,0.748578,0.499141
10,0.541828,0.764265,0.499609
11,0.522536,0.781301,0.498797
12,0.503183,0.802287,0.498703
13,0.483826,0.820946,0.499000
14,0.464758,0.841831,0.499703
15,0.445873,0.866315,0.499641
