epoch,train_loss,val_loss,val_acc
1,0.713884,0.693432,0.499734
2,0.664696,0.693672,0.499633
3,0.635636,0.697182,0.499188
4,0.610783,0.705246,0.498760
5,0.589954,0.718640,0.498909
6,0.571950,0.737243,0.498326
7,0.556345,0.758902,0.499010
8,0.542564,0.782366,0.499255
9,0.530594,0.805752,0.498987
10,0.519746,0.829072,0.498870
11,0.510022,0.849739,0.498979
12,0.501177,0.869359,0.499391
13,0.493090,0.887375,0.499138
14,0.485595,0.905575,0.499156
15,0.478662,0.921251,0.498776
