epoch,train_loss,val_loss,val_acc
1,0.715943,0.710982,0.504563
2,0.708988,0.705569,0.504969
3,0.704559,0.702085,0.507156
4,0.701655,0.699761,0.508094
5,0.699540,0.697985,0.511281
6,0.697787,0.696445,0.514969
7,0.696212,0.694994,0.518250
8,0.694708,0.693625,0.521813
9,0.693270,0.692303,0.524844
10,0.691864,0.690996,0.528062
11,0.690482,0.689750,0.532281
12,0.689142,0.688535,0.536594
13,0.687803,0.687306,0.540031
14,0.686484,0.686087,0.544719
15,0.685198,0.684865,0.549656
