epoch,train_loss,val_loss,val_acc
1,0.699214,0.693606,0.496437
2,0.681722,0.693863,0.499688
3,0.671182,0.694655,0.498812
4,0.660816,0.696715,0.499563
5,0.650247,0.699907,0.500281
6,0.638932,0.705195,0.500156
7,0.626942,0.712516,0.500906
8,0.614389,0.721383,0.500687
9,0.601261,0.731056,0.501156
10,0.587614,0.741207,0.498750
11,0.573469,0.751204,0.498656
12,0.559593,0.762348,0.500344
13,0.544974,0.773188,0.500188
14,0.530218,0.786730,0.499969
15,0.515839,0.798016,0.498500
