epoch,train_loss,val_loss,val_acc
1,0.727721,0.694369,0.501276
2,0.706416,0.695471,0.500893
3,0.694468,0.696786,0.500557
4,0.687156,0.699189,0.501417
5,0.682316,0.701455,0.501281
6,0.678613,0.703480,0.501013
7,0.675465,0.705766,0.501102
8,0.672713,0.706865,0.501023
9,0.670119,0.708416,0.501135
10,0.667664,0.710091,0.500966
11,0.665361,0.711874,0.500534
12,0.663150,0.713181,0.500781
13,0.660897,0.714673,0.500656
14,0.658793,0.716749,0.500370
15,0.656712,0.718093,0.500695
