epoch,train_loss,val_loss,val_acc
1,0.710614,0.705477,0.500203
2,0.704220,0.703046,0.501938
3,0.702218,0.702185,0.501766
4,0.701031,0.701437,0.502625
5,0.700032,0.700572,0.504563
6,0.699073,0.699754,0.505453
7,0.698179,0.699083,0.506250
8,0.697339,0.698485,0.506812
9,0.696524,0.697843,0.507844
10,0.695736,0.697297,0.509547
11,0.694998,0.696726,0.510422
12,0.694282,0.696186,0.511766
13,0.693592,0.695711,0.513219
14,0.692936,0.695225,0.513641
15,0.692308,0.694726,0.515484
