epoch,train_loss,val_loss,val_acc
1,0.720368,0.693514,0.504906
2,0.697075,0.694463,0.506094
3,0.688308,0.696002,0.505969
4,0.682275,0.697544,0.505188
5,0.677827,0.699295,0.504594
6,0.674296,0.701521,0.501344
7,0.670937,0.703511,0.503062
8,0.667899,0.705553,0.499844
9,0.664929,0.707318,0.500969
10,0.661731,0.708973,0.502062
11,0.658866,0.710887,0.500125
12,0.655705,0.712567,0.500219
13,0.652535,0.714492,0.499781
14,0.649331,0.716365,0.501812
15,0.645983,0.718497,0.498437
